# bineado, alfa: 1.0
-2.699500 0.000000
-2.698500 0.000000
-2.697500 0.000000
-2.696500 0.000000
-2.695500 0.000000
-2.694500 0.000000
-2.693500 0.000000
-2.692500 0.000000
-2.691500 0.000000
-2.690500 0.000000
-2.689500 0.000000
-2.688500 0.000000
-2.687500 0.000000
-2.686500 0.000000
-2.685500 0.000000
-2.684500 0.000000
-2.683500 0.000000
-2.682500 0.000000
-2.681500 0.000000
-2.680500 0.002657
-2.679500 0.138175
-2.678500 0.240035
-2.677500 0.197520
-2.676500 0.263065
-2.675500 0.065545
-2.674500 0.053144
-2.673500 0.033658
-2.672500 0.005314
-2.671500 0.000886
-2.670500 0.000000
-2.669500 0.000000
-2.668500 0.000000
-2.667500 0.000000
-2.666500 0.000000
-2.665500 0.000000
-2.664500 0.000000
-2.663500 0.000000
-2.662500 0.000000
-2.661500 0.000000
-2.660500 0.000000
-2.659500 0.000000
-2.658500 0.000000
-2.657500 0.000000
-2.656500 0.000000
-2.655500 0.000000
-2.654500 0.000000
-2.653500 0.000000
-2.652500 0.000000
-2.651500 0.000000
-2.650500 0.000000
